produk;user;review;klasifikasi
facewash safi;Indahnovianap;Teksturnya kaya cream gitu kalo mau make kudu dibusain di tangan biar ga jatoh2 pas dipake. Menurutku wangi manggisnya terlalu strong jadi kaya produk vitamin. Pas habis make kulit aku ga kering, tapi juga belum ada perubahan apa apa. Lumayan ngerasa agak bersihan dikit hbs make walaupun sementara. So so aja sih menurutku. Mau ganti yang lain.;0
facewash safi;dwishalma;abis cuci muka pake ini rasanya seger dan inituh baunya lumayan enak sih menurutku, cocok buat kulit kering karna teksturnya rada creamy, tp kalo untuk mencerahkan belum ada efek ke kulitku. harganya standar lah;0
facewash safi;ditairpan;mungkin karena harganya yang murah kaliyaa... pernah nyoba ini karena punya mama dan sabun ku lg pas bgt abis.. make semingguan dan hasilnya b banget.. gaada yg berubah wkwkw tp yaa lumayan lah yaa untuk sekedar membersihkan;0
facewash safi;Danishaboo;facial wash safi yang paling aku suka adalah varian age defy nya. untuk varian yg sekarang aku review aku ga terlalu suka.. karna ga ngasih efek apapun ke aku. cuma bikin wajah seger aja. kulit wajah juga agak kering setelah pakai ini;0
facewash safi;peachyluvv;awal nyobain lumayan bagus tapi ya gitu, harus cepet cepet pake toner kalau nggak nanti ketarik gituu. lumayan mencerahkan sih ya tapi ini bikin super ketarik padahal pas awal biasa aja sanyang banget :((;0
facewash safi;pipittmatsuyama;niat beli sebenernya buat coba-coba aja. Ternyata baru sekali pakai udah nggak suka aja, terutama wanginya yg menurutku nggak enak banget. So far sih efeknya cuma kerasa pas habis cuci muka aja, bikin keliatan seger dan nggak ada sensasi ketarik setelahnya.;0
facewash safi;vion;produknya b aja. wanginya strong banget, aroma manggis manis tapi nyengat. teksturnya thick jadi pakai dikit aja udah cukup, busanya juga super banyak. bikin muka kerasa bersih tapi kering. efek mencerahkannya gak keliatan dan karena kurang suka jadi dipake buat bersihin brush deh.;0
facewash safi;hanamyo;Jadi beli ini tuh waktu ke guardian deker rumah krna biasanya aku pake sabun muka yg white expert, tp trnyata lg abis cuma ada yg ini nah ku pikir ini bkal ngefek sama aja ky safi white expert trnyata mukaku malah semakin kusam dan kering, gak banget deh;0
facewash safi;auliaanandaptr;Pertama kali yg di notice dari produk ini adalah wanginya sangat sukaaaa lembut banget. Selain wanginya yg oke punya, biasanya facial wash dengan range harga segitu punya sabun yang kuat dan banyak. Tapi ini enggak. Sabunnya memang sedikit, untuk kulit kering jelas ga jadi masalah. Efek brightening aku ga terlalu berharap, ngeliat dia udah bisa ngebersihin aja udah senengggg :) repurchase: not for now. Karena masih nyoba facial wash lain;0
facewash safi;nurmanurmee;lagi pake safi yang ini.. menurut ku sih biasa aja.. pakai ini jg krn sabun cuci muka andalanku pas kosong dicounternya.. jadi ya cobain ni aja deh.  awal pake ada rasa keset2nya dimuka.  tapi lama2 pake ini kesetnya udh g berasa..;0
facewash safi;ganismustika;Beli ini sepaket sama krimnya dengan tujuan siapa tau lebih cuco eymm klo samaan gitu. Dari wanginya aku kira bakal yg lembut gitu abis cuci muka pake ini, tapiii ternyata cleansernya ini pas aku coba bikin ketarik gitu setelahnya dan kerasa di kulit aku yg oily.;0
facewash safi;nikenyuniar;Aku dapat sabun cuci muka ini dari mamahku karena di beliin sebenarnya aku suka sama Tekstur sabun cuci mukanya tapi nggak tahu kenapa ketika dan aktor di pake sabun cuci muka ini tuh muka aku tuh jadi yang kering dan ketarik padahal notabenenya muka aku itu Oily mungkin Safi bisa reformula sabun cuci muka ini jadi agar ketika dipakai di wajah itu nggak yang bikin menarik dan kering;0
facewash safi;Ra123;Ini adalah produk safi pertama yang aku coba. Cream foam-nya padat jadi agak susah dikeluarin, butuh effort buat nekennya. Busa foam-nya terbilang sedikit daripada fw lain jadi aku makenya emang radak boros hehe. Selesai cuci muka ngasih efek keset, aromanya juga enak sih seger aja gitu, nggak bikin kering dan ketarik ya sesuai kelembapan kulit mukaku, klaim natural brightening-nya di aku dapat sih. Aku beli yang 50ml. Re-purchase? No.;0
facewash safi;hildaashilla;beli ini krn liat riview dr nayya, trs pgn nyobain wanginya enak bgt kek manggis gitu. ak pake cumuk ini 1 minggu an and hasilnya muka malah kusem sama berminyak, padahal baru sejam an cuci muka dah berminyak. ky nya produk ini cocok buat kulit kering soalnya klo di pake kulit berminyak malah lembab ke berminyak an gt;0
facewash safi;euisfitriah;yaaa berharap sama ini produkk ternyataa b aja di muka akuhhh hehehe, lebih suka yg warnanya biru sihh, sama seperti yg warna biruuu, hasilnyaa agak keset2 gituuu setelahhh dipakaiii, gak ada perubahan yang signifikan sihhh di muka akuuu,,,;0
facewash safi;Dearachma;Inget banget, nyobain serangkaian produk safi yang warna pink ini. Facewash dan krim nya yg kupake, padahal aku suka banget keduanya worth it banget di aku buat mencerahkan kulit, wanginya juga enak alami buah gitu gak nyengat. Tapi sayangnya gak tau kenapa aku beruntusan make ini :(,padahal aku suka. Akhirnya pas abis gak aku pake lagi;0
facewash safi;miraindrasari;Pernah dapet gift varian ini. Lumayan sih produknya. Terasa bersih waktu pakai. Oia jenis kulitku kan berminyak. Setelah pake produk ini terasa sih ngangkat minyak di wajah sampe ke pori2 terdalam. Tapi emang agak bikin kering. Ga kebayang kalo kulitnya normal or kering mungkin agak makin kering. Aku setelah pake produk ini harus pake pelembab. Soalnya takut kurang terhidrasi wajahku. Untuk beli, aku si gak beli karena biasa aja di aku. Untuk rekomendasiin ke orang, hmm aku si ga rekomendasiin juga karena masih banyak produk lain yang bagus. Aku lebih rekomenin safi yang cokelat or yang buat jerawat (RA kalo ga salah);0
facewash safi;metaraorika;awal pemakain gue fine fine aja sama fw ini. sampe satu tube abis dan repurchase again. tapi pas di tube kedua kulit muka lama lama kaya ngerasa ketarik dan kering bgt:( terus juga setelah abis pake fw ini, muka gue jadi naik satu tone warna kulit mukanya, tapi stelah bbrapa jam kemudian seperti semula lagi warna nya hahaha, tpi gakusam. wanginya enak dan banyak busanya(mungkin karna banyaknya busa dalam fw bikin kulit kering) *anaknya sotoy abis* dan ini harganya juga murah alias kantong pelajar bgt! gampang juga cari dimana mana...;0
facewash safi;fanydwinc;baru semingguan nyoba, bagus sih ga bikin kering setelah pemakaian dan mungkin berasa lebih cerah walau ga yang terlalu keliatan tapi wangi mangosteen nya nyegrak banget yang bikin annoying pas lagi cuci muka. repurchase? maybe no, sowryy :((;0
facewash safi;_uutami;Aku kurang suka sama fw ini mungkin karna ga cocok sama tipe kulit aku yg kering. sehabis cuci muka ngerasa kulit jadi kering bgt. terus aku ga ngerasa ada efek lain kayak bikin cerah atau kulit halus. tapi untungnya ga ada efek buruk for my skin;0
facewash safi;arindamaharani;pake karena dibeliin emak, sebenernya bagus tp waktu dipake tuh ada rasa cekit cekitnya gatau kenapa mungkin emg gacocok di aku, apalagi kl ada jerawat duh cekit cekitnya semakin berasa, pas aku cek ternyata ada kandungan yg emg gacocok di aku, akhirnya aku stop pemakaian but skincare cocok cocokan jadi mungkin ada yg cocok ada juga yg gacocok;0
facewash safi;caratika;sebenernya karena skincare itu cocok cocokan, di aku produk ini bikin breakout jadi bruntusan. wanginya lumayan seger dan gabikin ketarik atau kering. repurchace : no. sampe sekarang bruntusannya belum ilang, nyeselll padahal dulu kulit muka saya bagus bagus aja;0
facewash safi;nadiraprmswr;Face foam safi ini di muka aku keset banget gitu :( aku kurang suka sama hasilnya yang keset dan wanginya lumayan lah wangi manggis campur wangi kimia gitu. Untuk efek whiteningnya emang dia bikin whitening but karna aku emang gak cocok pake facial foam aku jadi muncul jerawat gitu (bkn karna safi nya ya!) but its ok bisa diatasi sama natrep. Packagingnya girly bgt suka;0
facewash safi;Neyobi;harga lumayan murce, cuma hasil akhir setelah pakai yang kurang sreg, kayak ada rasa kering ketarik gitu... mungkin safi bisa reformula, biar hasilnya tetep ramah diwajah dan ga bikin kulit kering... re purchase no... cukup sekali beli aja...;0
facewash safi;nainu;pertama cuma coba-coba aja pake face wash safi yang ini, rupanya sensasi nya beda, pake safi face wash yang natural bright buat kulit keset bgt, ga enak dipake terus pas dipake kulit jadi kek kering gitu, padahal kalau aku pake face wash yang 2 in 1 itu ga gini, ga recommended untuk kulit yg kombinasi, soalnya kulitku type kombinasi make ini jadi kering banget;0
facewash safi;vtlvnt;Awalnya ga expect too much sama fw ini, tapi ternyata alhamdulillah dia ga nimbulin efek negatif di wajah ku. Teksturnya creamy gitu, kalau di kasih air ada sedikit busa, trus finish nya ga bikin ketarik sama sekali tapi bikin keset wajah aja. Kalau hanya sekedar pembersih wajah ini cukup bgt sih. Repurchase? Engga dulu kayaknya, mau coba cari yg lebih gentle lagi;0
facewash safi;viawidia;beli ini pertama karena liat manfaatnya utk mencerahkan :D dan pernah denger2 ajasih ada produk baru ini ,lgsung coba dan utk saat ini berasa lebih cerah ,wanginya juga ga menyengat ,cocok2 aja ,cuma ya muka jdi agak kering ,utk di siasati aku pake toner setelah cuci muka pke ini :) ,Repurchase ?? blm kayanya ,hehe ,mau coba cari facial wash lain :);0
garnier bb cream;agnesiaulfa;Beli ini pas mulai penasaran sama makeup. The scent is too strong for me. Baunya kayak bau sabun. Bener bener ganggu pas apply ke muka, kayak lagi apply sabun facial wash karna baunya itu. Coveragenya light, gabisa nahan minyak. Malah bikin muka jadi banjir minyak setelah 2 jam pemakaian. It is a no from me;0
garnier bb cream;miranirb;buang2 uang banget kalo beli ini. shade nya gaada pilihan, terus susah diblend, warna ga natural, hasilnya greasy ga jelas. sumpah deh bikin kesel, untung aja murah.entah ini produk gagal atau gimana. yg jelas ngga pernah cocok pake kosmetik garnier;0
garnier bb cream;raraww;waktu heboh-hebohnya garnier ngeluarin produk ini, aku langsung beli selain itu banyak beuty blogger bilang produk ini bagus, tapi sayang aku kecewa banget. aku ngerasa produk ini terlalu berat dimuka aku, yg lebih parah malah bikin mukaku tambah cokelat, setingkat lebih gelap dan keliatan tambah kusam. gara-gara pake produk ini aku jadi trauma pakai bb cream;0
garnier bb cream;elyMagfiroh;Ini penyebab mukaku break out parah T.T sampe slrg msh break out walau udh mendingan, pdhl coveragenya mayan untuk sehari2 dan rasanya ringan,  tp emang bukan jodoh ama ini bb cream. Warnanya juga pas utk kulit indo, ga pektay.;0
garnier bb cream;vanilleaflavor;Cair banget teksturnya nggak kayak cream tapi lebih mirip lotion. Kalau dipakai baru sebentar sudah 'leleh', bikin oily dan keringetan, jadi cepet berantakan. Mending beli yang agak lebih mahal tapi enak dipakai, daripada beli yang murah gini tapi akhirnya malah kebuang;0
garnier bb cream;annisyarabbani;Ini bb cream pertama yg aku beli, kurang suka sama formulanya yg mnrt aku sdkt susah nyatu ke kulit, trs rada lengket di wajah, bikin mengkilap juga. Jadinya sayang aja ga kepake akhirnya aku kasih ke adik aku, oh iya jns kulitku kering ya dan adik aku berminyak aku kira dia juga bakal cocok trnyata ga juga. Jd ya ga kepake deh entah knp jd ga cocok;0
garnier bb cream;Tianisa;Hmmm big no buat bb cream ini, teksturnya cair bgt, coverage nya ga ada, walau shadenya yellow undertone tapi tetep abu-abu di aku, cakey terutama di hidung, baunya terlalu menyengat dan ga hilang waktu udh selesai diaplikasiin :(;0
garnier bb cream;milktsunami;duluuu banget nyobain product ini karena lagi hype banget apalagi sama influencer luar akhirnya coba aja beli karena murah banget. warnanya yellow banget, strong scent, agak ada butiran2nya/grains (?) jadi pas di blend agak ada grenjel2 gitu.|cover redness pretty nice tapi asli bikin muka minyakan parah banget gak sampe 3 jam baru di apply padahal gak keringetan whatsoever, terus gampang geser produknya padahal udah di set pakai powder.|benyek banget muka hhhh 😤;0
garnier bb cream;miraindrasari;sebenernya ini produk saya pernah pake 3 tahun yang lalu.. dan untuk di wajah saya produk ini ga cocok dan bikin jerawatan banyak... :( baru dua hari udh jerawat muncul,, kirain hormonal ya , terus pake aja produk ini sampe 2-3 mingguan ternyata makin nambah jerawatnya..;0
garnier bb cream;sundaceh;nggak deh. kayak ketarik gitu muka, gatel pula, pori-pori terpampang nyata. Jadi setelah aku pakai ini, menurutku kayaknya sih aku mau cari yang lain aja hhee.... daripada maksain pake ini tapi nggak cocok, malah kacau nanti dunia perkulitanku... hhaa...;0
garnier bb cream;arifahak;bb cream pertama yang pernah aku coba waktu SMP dan setelah aku coba ternyata bikin muka tambah berminyak :( untuk harga murah tapi sayang ga cocok bagi kulit yang berminyak kayak aku :( setelah pakai beberapa kali dan buat muka sangat berminyak langsung stop :(;0
garnier bb cream;joan_watson;BB cream favorite karena warnanya sesuai dengan warna kulitku. Coverage bagus, terlihat natural juga matte sehingga tidak mengilap waktu difoto. Harga juga pas sama kantong, cukup awet dan tahan lama.;0
garnier bb cream;siskasiboro;beli bb cream ini karena iseng aja terus harganya termasuk murah untuk bb cream. tapi ternyata gak cocok di muka saya oily. muka saya jadi makin kucel kalau pakai bb cream ini:(. apalagi kalo musim panas,makin kucel aja muka.;0
garnier bb cream;Beelashabeela;Maaf, tapi aku benci sama produk satu ini? mukaku udah oily eh tambah oily kalo pake ini. Make dikit tapi hasilnya kayak make kebanyakan, jadi belepot kalo minyak udah pada keluar. Jadi gak pede deh buat pake ini. Mianhae, Garnier. coba ditingkatin lagi kualitasnya ehe;0
garnier bb cream;ryanggraeni;di wajah ku bb cream garnier ni panas, hasilnya juga klo uda agak lama pecah2. warnanya kebetulan jg gk pas dimukaku, tp kalo dibandingkan bb cream wardah, dia lebih ringan. harganya sebenernya terjangkau buat anak kuliahan, sayangnya gak cocok di mukaku?;0
garnier bb cream;vickurd;BB Cream pertama pas zaman sekolah dan aku sangat sangat sangat tidak suka :(((|Ini tuh bikin wajah aku jadi berminyak banget meskipun udah dipakai setipis mungkin. Muka aku terlihat kusam dan warna kulit aku tuh jadi abu-abu pas pakai ini ??;0
garnier bb cream;liliskhnia;pernah coba bb cream dari garnier ini punya temen soalnya bagus banget diwajahnya gak terlihat cakey tapi setelah aku pakai langsung gatel gatel diwajah aku mungkin gak cocok di kulit aku sayang banget;0
garnier bb cream;Rosydianaa;pakai ini, 2 jam kemudian muka langsung kusam banget dan berminyak parah. warna kulit langsung turun 2 tingkat. gak nanggung sama sekali turunnya. gak akan repurchase lagi, trauma lihat muka sendiri waktu kusam.;0
garnier bb cream;fayindry;sebenernya produk ini ga salah.. gw yg salah.. gw beli ini pas jam istirahat.. muka gw udah agak minyakan trus pakein ini ga cuci muka wkwk konyol banget gw.. jadinya tuh warnanya ga rata trus perih aneh bat pkonya.. lain kali gw cobain lagi.. gw benerin cara gw pakenya;0
garnier bb cream;ingeagatha;BB cream pertama yg aku coba. beli ini dulu pas jaman sma. gampang di blend, dikulitku hasilnya dewy dan harus diset pake bedak lagi biar tahan lama. bb cream ini bikin wajahku langsung cerah tapi sayangnya lengket, bikin tambah berminyak & oksidasinya parah banget setelah 2 jam pemakaian 😢;0
garnier bb cream;nadyaadev12;sedih banget aku kira bb cream nya bakalan bagus banget,  karena di wajah aku semua produk garnier gaada yg ga cocok. tp yg satu ini parahhh ga ada coveragenya sama sekali dan ga bisa milih shade hasil nya pun kasar gila. BIG NO NO! muka aku jadi dekil;0
garnier bb cream;wandatavia;Kek nya ini bb cream yang paling gak cocok sama wajah aku, serasa ga ada beda nya gitu , padahal uda aku pake bareng bedak, malah yang ada wajah jadi makin kusem . Jadi nya cuman sekali beli aja. ga mau lanjutin :(;0
garnier bb cream;Rosawinda;Dulu sempat nyobain produk ini dan setelah kupakai rasanya kulit wajahku mengelap, kusam, dan gak rata saat di aplikasi kan diwajah apalagi kalau udah kena matahari waduh udah gak karuan deh wajah ini..;0
garnier bb cream;AnggaraAl;YaAllah.. jadi inget jaman2 pakai ini. Dulu pas SMA dan kuliah gitu pakainya. Gak rutin si, kadang pakai yang lain tapi balik2 lagi gitu. Padahal dulu tuh si ini membuat muka aku berminyak plus bruntusan dan lucunya tranfer banget di krudung putih seragam kuliah. Dulu loh ya 7 tahun yang lalu, masa2 belum ngerti skincare2. Maklum kenal skincare baru dua tahunan jadi bisa review2 gitu;0
garnier bb cream;anandaima;Pernah cobain ini tp gk banget, wrnanya trlalu gelap di aku dan bikin muka komedoan, muncul jerawat kecil2. Gk nyaman dipake, bau nya jg aku gk ska. Cuma cobain sekali doang udh gt aku hibahkan krna kesan pertama udh mengecewakan;0
garnier bb cream;Alifannisa;Satu kata NO 😂 ini sheer banget yah ga ada coveragenya jatohnya kayak tinted moisturizer. Keringetan dikit juga bubar jalan, baunya khas garnier. Dia bikin tektur muka makin keliatan, diaku dia nyumbat pori-pori juga bikin aku banyak jerawat kecil-kecil. Ga sampe abis aku udah up sama bb cream satu ini 😂;0
garnier bb cream;Ayuadstyasptn;pernah coba ini waktu masih SMA dan gak banget, dia bikin wajah jadi abu² kupikir memang sih krn muka aku emang lagi item banget lagi SMA gegara ekskul Paskib apalagi waktu upacara senin di luntur dimana². kemudia dicoba lagi beberapa tahun kemudian, krn kulitku kembali lagi kekulit asli ku yang medium light akhirnya coba lagi dan hasilnya masih sama, masih tetap bikin abu², entah cuma dimukaku aja atau gimana yang jelas gak akan pernah nyoba lagi;0
garnier bb cream;dessyrinata;parah sih ini. sebelumnya aku selalu oke aja pake produknya garnier, makanya waktu pertama kali mau coba pake bb cream pilihan jatoh ke dia langsung. tapi ternyata ga cocok sama sekali. bikin bo, berminyak parah, cakey, ga nyatu sama kulit. aneh deh pokoknya. sedddiiiihh;0
garnier bb cream;clarestaclaudia;Bb creamnya awalnya enak d pake, ringan, adem pas d pake, tp coveragenya krg. Nah produk ini nih yg bkin ak kapok sma garnier stlh seminggu pemakaian muka ku kerawatan dan bruntusan parah sma merah2, akhrnya ak menuerah dgn garnier, gk banget deh;0
garnier bb cream;Kimmyo;I bought this once pas jaman SMA. I remembered this product sit way too long in my drawer ga abis abis, wanna know why? This bb cream shade was rosy pink in which Asian skin more of yellowish, jd ga natural deh. Susah diblend, kelar diblend kering to the point that it's patchy.;0
garnier bb cream;ridasetya;nggak tahan lama banget, nggak bagus buat kulit berminyak. cuma satu shade, jadi susah juga ngakalinnya karena nggak masuk ke tone ku. nggak ada coverage, terus bikin whitecast. kalo udah mau habis agak sulit mencet buat ngeluarinnya.;0
garnier bb cream;meisilabobo;Pertama kali aku beli ini, karena dibeliin mamaku. To be honest, I really don’t like this BB Cream. Kalau keringetan langsung luntur, lunturnya itu keliatan, aku malah diledekin sama temen-temenku. Makeup sama sekali ngga tahan lama pake BB Cream inii. And the worst thing is, wajahku malah mulai berjerawat setelah pake BB Cream inii huhuu... Jadi overall, aku bener-bener ngga ngerasa cocok sama BB Cream ini. Sekian❣️;0
garnier bb cream;ariyumi;Susah diblend, engga mau nempel ke kulit, expose pori2, coverage rendah. Sekalinya berhasil diblend, dia cepet banget patchy walaupun wajah sedang dalam kondisi bersahabat banget. Engga recommended untuk orang2 yg sering basahin muka pake air, dia ga cepet ilang tp bakal patchy, pecah, susah banget untuk nyatu ke kulit. Nahan minyaknya juga biasa aja. Positifnya dia ga bikin BO dan pigmennya ga lebay, ga bikin kaya pake topeng. Won't repurchase karena ga guna, memutuskan setia kepada BB cream merk lain yg sama murahnya tp kualitas jauh lebih bagus.;0
garnier bb cream;yasminenly;waktu pertama keluar sempet penasaran dan nyoba gtu ternyata engga bgt (mungkin karna kulitku berminyak bgt) baru beberapa jam dipake langsung cracky gtu apalagi di bagian hidung dan malah jadi kek pake topeng gtu;0
garnier bb cream;Permatasariwjy;Inget banget pke ini jaman sma pas mau prom night wkwkwk . Berhubung masih buta banget sama makeup dan aku pikir bb cream itu natural lol . Hargny murah di minimarket juga ada. Hasilnya aku suka tapi sayang ga cocok di mukaku. Malah jadi bruntusan dan ini kayany clogged pores deh :(;0
garnier bb cream;ronaahandoko;pernah dulu pakai bb cream garnier ini. menurutku kurang coveragenya. cocok nya utk anak SMA sih krn untuk tampilan yg ringan. di aku juga bikin minyak di wajahku nambah. padahal hrganya murah, berharap cocok sih :(;0
garnier bb cream;Ocaorin99;beli ini karena hargnya yang super murah and ketemu terus disemua store, sempat lihat juga yang bilang kalau merk ini bagus buat acne prone, ehhh pas dicoba, malah ga cocok sama sekali di aku, bikin muka jadi kilang minyak, dan malah ga kelihatan pakai bb cream (kaya berasa lagi makai skincare yang berwarna kecoklatan), repurchase? no.;0
garnier bb cream;ailasalma;Dulu penasaran banget sama BB cream, dan produk ini jadi yang pertama aku coba. Salahnya di aku, aku milih shade yang lebih terang daripada muka aku, jadi gak banget deh. Selain itu oil controlnya juga kurang banget sih di aku, jadi mukaku aneh pas pake produk ini.;0
garnier bb cream;raisakml;pake ini dulu banget pas pertama kali mau coba2, pas dipake enak diblend dan dia cocok shades nya sama mukaku. tapi oil controlnya kurang banget dan bikin muka jadi bruntusan parah banget:( repurchase? no;0
garnier bb cream;imqueenan;BB cream pertama kali. Awal beli karena pas diskon dan harganya murah. Pas dipake susah di blend, bikin ngedempul, lubangnya kegedean jd sering kebablasan, dan kalo kena keringat jd 'mbletong' gt. Awalnya kukira ga sesuai tone warna kulit, pas aku cobain ke mama aku ternyata emang susah di blend dan bikin efek kyk pake dempul.;0
garnier bb cream;yasminzahira;aku engga tau kenapa ini bener bener ga cocok sama aku, dia ga nempel sama sekali di muka ku, 10 menit setelah aku aplikasikan dan aku set pakai bedak dia langsung kaya patchy sana sini kemudian luntur, aku Uda nyoba blend pakai tangan, brush ataupun beauty blender tapi hasilnya tetap sama aja;0
garnier bb cream;ashifaps;Aku ga suka ini karena bikin breakout, oil controlnya juga payah di kulit aku yang oily. Terus juga shadenya ga masuk di kulit aku. Ini light coverage ya kalau masalah coverage bb cream emg ga diharepin banget ya.;0
garnier bb cream;retnorahmi;Harga termasuk sangat murah untuk BB cream. Hasilnya ketika dipake di wajahku yang oily cepet banget lunturnya. Mungkin kalo pake produk ini doang cuma bisa stay bagus dimuka kurang dari 2 jam. Pokoknya 2 jam itu wajahku udah banyak banget minyaknya hiks. Selain itu cuma ada 1 shade yang kurang merepresentasikan warna kulit di Indonesia. Untungnya di wajahku shade ini masuk, masuk banget malah, yang akhirnya nggak bisa coverage.;0
garnier bb cream;naomi_hana;"pas lagi jalan ama pacar tiba2 dia bilang, ""wajahmu kenapa?""|langsung kaget kenapa kulit jadi nglupas gini????????? why???????|langsung ngga dipake lagi dah kulit jadi jelek bikin jerawat lagi, huaaa sedihnya double2";0
garnier bb cream;cicitraa;pertama coba ini karena penasaran pengen coba2 pake bb cream.|harganya sangat terjangkau, teksturnya ringan, gampang diaplikasikan dan ada sensasi dingin pas dipake.||tapi sayang, bb cream ini bikin muka aku jadi oily banget. dan setelah beberapa minggu pake, jerawatku jadi banyaaakk banget. sampai harus ganti2 dokter buat nyembuhin jerawatnya :'((||definitely not repurchased!;0
garnier bb cream;Christina1804;Aku kurang cocok pake bb cream ini karena jdnya amat sangat oily di aku walopun kulit aku combination.  Tp jdnya oily satu muka.  Waktu prtama pake aku hrs set pake powder tp jdnya ga kyk pake bb cream karena jd matte finish kyk foundation.  Overall sih aku ga akan beli lg;0
garnier bb cream;Nilamhasibuan;aku udah pernah pakai product ini. so far so good, but aku gak begitu suka sama pelembab yang wangi banget. dan karena aku gak suka pelembab yang agak foundie, jadi aku pakai ini kalau lagi kepepet banget. muka ku pakai ini juga terlihat lebih kering karena basic nya kulit ku memang kering sih. tapi gak semua orang pakai ini gak cocok loh! teman ku pakai produk ini malah terlihat smooth;0
garnier bb cream;benedictaika;Murah meriah dan ga 'berat'. Biasanya kalo males pake foundation, gantinya pake ini hehe. Biasanya make primer dulu sih sebelum ini, tapi kalopun ga dipakein base, hasilnya tetep halus. Cuma buat wajah yang pori-porinya besar, bb cream ini kurang bisa nyamarin;0
garnier bb cream;olaole;bisa dibilang ini bbcream pertamaku. belinya pas pertama keluar. menurutku sih harganya murah banget dibandingin bb cream lain dan gampang banget carinya dimana mana ada. pas aku pake rasanya dingin gitu, nggak taukenapa rasanya kayak ada alkoholnya yang terlalu tinggi. hasilnya mukaku emang rada glowing tapi kalo udah kelamaan pake muka jadi kucel,kusem, belepotan juga di muka. karena menurutku gak cocok dimukaku akhirnya nganggur gitu deh di rumah dan malah kebuang;0
garnier bb cream;utinmutia;The worst bb cream i've ever try. Baru dipake kena keringat dikit melting padahal ga minyakan, cakey parah pas dipakein bedak padahal baruuu aja dipake. Bb cream laen juga cakey sih tapi itupun biasanya kalo udah minyakan dan cakeynya pun masih termaafkan krn kalo diblot agak tersamarkan cakeynya. Ini baru 5 menit pake udah cakey. Maaf banget yaa garnier tp ini bener2 ga bisa aku pake ke mana2 menurutku. Aku kasih 1 bintang karena termaafkan diwarna yellow undertonenya yg bahkan kulit gelap kayak aku masuk banget;0
garnier bb cream;nalyaaz;Awalnya beli karna sepupu yg recommend, Gak tau kenapa pake ini langsung breakout parah, muncul bruntusan dan jerawat:(|padahal shadenya cocok di kulit ku.|Wanginya annoying buat yg gak suka wangi2an.|Repurchase? BIG NO.;0
garnier bb cream;tinaswari;aku baru sekali pakai ini dan dlm waktu yg lama smp mau abis. pas udah2 mau abis gt kok baru sadar kalau dahi bruntusan parah bgt. teksturnya lengket bgt, susah di blend dan mengkilap bgt. repurchase? NO!;0
garnier bb cream;cezhyu;kalau menurutku sih cuma menang di harga murah sm gampang didapet dimana aja. selebihnya gak deh, cukup beli sekali dipakai jg gak sampai habis. Gak cocok sm warnanya yg terlalu gelap, selain itu bikin kulit jd berminyak bgt.;0
garnier bb cream;Ilyaassegaf;Worst bb cream I've ever tried!  Dulu pas awal2 booming bb cream aku beli ini (pas jaman SMA). Hanya ada 1 shade yg katanya cocok untuk kulit orang Indonesia,  tapi di kulitku ga masuk warnanya, sampe ada yg nanya, 'kamu kok iteman?'. Oil control nya so bad, mana kulitku dulu oily n acne prone, pas pake ini bentar aja udah berminyak, setelahnya wajah jadi bruntusan. Jadilah bb cream ini dipake 2 kali aja lalu dianggurin di laci sampe expired akhirnya terbuang.;0
garnier bb cream;restuadiutami;kurang suka sama bb cream ini. selain shade nya yang cuma satu warna dan terlalu cerah buat wajah aku yang sawo matang, bb cream ini juga gak waterproof. ugh bisa dibayangkan pas keringetan bb creamnya ikut luntur apalagi warnanya yang kecerahan di muka aku. susah di blend pula karena langsung nyerep di kulit.;0
garnier bb cream;alyacholid;BB cream pertama yang aku pakai! Harganya sesuai sih sama produknya. Kelebihannya BB Cream ini sudah mengandung SPF, dapat meratakan warna kulit wajah, coveragenya sheer to medium. Sayangnya warnanya nggak cocok di aku, cakey, dan setelah beberapa jam jadi menggelap.;0
garnier bb cream;noorizafr;ga begitu suka sama ini bb cream. bb cre pertama yang pernah aku cobain dan hasilnya ga banget. soalnya warna kulit aku lebih gelap , namanya juga baru coba coba jadi gak ngerti sama skin tone haha. coverage nya ngga banget :(;0
garnier bb cream;nathasyanov;Dulu beli produk ini karna liat temen cocok pake ini, tapi setelah di aplikasiin di mukaku malah jadi patchy kering gitu jadi gak aku pake lagi. Sayang banget sih soalnya warnanya lumayan ngeblend sama kulitku. Sampe akhirnya beberapa bulan kemudian terpaksa aku pake lagi karna bb creamku lagi habis, eh malah keluar jerawat sama bruntusan. Akhirnya, bb cream ini gak pernah ku sentuh lagi.;0
garnier bb cream;dungdung;Pernah pakai ini tapi sayangnya saya tidak suka finish look nya. Terasa gerah, berminyak, tidak menyatu dengan kulit dan cakey. Hanya mencoba sampai dua kali pemakaian saja dan akhirnya menyerah. Produk ini tidak sesuai dengan kulit saya;0
garnier bb cream;pm2isfade;Di wajah rasanya lumayan berat, tapi coveragenya lumayan lah.. 2-3 jam kemudian rasanya kulit jadi lebih berminyak, buat bersihinnya juga aga susah menurut aku, acnegenic dan comedogenic di aku. Repurchase? Engga;0
garnier bb cream;cindy_99;teksturnya cair banget kaya pelembab, coveragenya kurang & warnanya terlalu orange ............ ............ ............ ............ ............ ............ ............ ............ ............ ............ ............ ............ ............ ............ ............;0
